id,member_key,date_of_birth,first_name,last_name,price_zone_code,u_disabilities,u_gender,SA1,SA2,SA3,SA4
1589,30873c40-d07d-11ea-bce4-3d766a30ca86,1973-11-22,Deanne,Chattoe,ACT_NSW_QLD_VIC,,Male,3137903,31379,31305,313
766,bed0e510-c7e9-11ea-80e0-3df355beb07c,2013-12-09,Debby,Ommundsen,ACT_NSW_QLD_VIC,,Male,3110319,31103,30404,304
1026,f22df560-c7f3-11ea-baa6-ebfe92aca975,2012-09-06,Delbert,Lampens,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3083,5c1329d0-dce6-11ea-812e-09cdf4382371,1965-05-04,Deonne,Coverlyn,ACT_NSW_QLD_VIC,"Spina bifida",Female,3124802,31248,30906,309
1245,f6b5a060-c7f3-11ea-baa6-ebfe92aca975,2015-03-25,Desmond,Godfroy,ACT_NSW_QLD_VIC,"Develpmental Delay ",Female,3103803,31038,30203,302
2441,838d9fc0-d243-11ea-9818-790e5fd47e9b,2006-05-06,Dillon,Ambrosio,Remote,,Other,3131104,31311,31103,311
5435,847cf330-3045-11eb-bfb3-0db554ba3ce9,2014-09-30,Dniren,Adderley,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
4432,40b17a80-f167-11ea-a991-53506b6cb9f3,2017-12-05,Dominic,Pavelin,ACT_NSW_QLD_VIC,,Male,0,0,0,0
4532,8b7d5a50-f966-11ea-b6c3-1b4cf2a1e8d5,1990-04-04,Donnamarie,Gartell,ACT_NSW_QLD_VIC,,Female,3107806,31078,30306,303
5154,e03c89f0-1e21-11eb-931b-3f565ba74e99,2013-04-02,Doralyn,Cardenas,ACT_NSW_QLD_VIC,"Intellectual disability",,3124802,31248,30906,309
4862,acc7f800-0d16-11eb-8c51-dfd767159536,2017-02-02,Dorine,Fearnall,NT_SA_TAS_WA,,Female,0,0,0,0
4865,944dc400-0d19-11eb-8c51-dfd767159536,2013-07-18,Dorree,Richard,ACT_NSW_QLD_VIC,,Male,1137901,11379,11904,119
2013,a68e9510-d220-11ea-b70a-d17e589b1829,1965-05-28,Dorthea,Ranklin,Remote,,Male,3124802,31248,30906,309
6276,932d5680-7b0f-11eb-9a9b-370bc0ca63cd,2007-01-23,Dredi,Bewick,ACT_NSW_QLD_VIC,,Female,3138044,31380,31305,313
3772,f079a5c0-e52b-11ea-aa27-0bababe260e0,1973-12-27,Dru,Lascell,ACT_NSW_QLD_VIC,,,2116403,21164,20703,207
3164,5d9de880-dce6-11ea-812e-09cdf4382371,1974-03-01,Dru,"O' Donohoe",ACT_NSW_QLD_VIC,,,3108119,31081,30401,304
5817,669cb5d0-593f-11eb-8206-71a1145ebd06,2000-10-10,Duke,Whymark,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
4461,42951ac0-f32c-11ea-a4f9-edf38cedde99,1999-08-10,Dynah,Widdowson,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3937,04ab4e70-e588-11ea-b453-3de7750d4ba6,2012-06-27,Eleanora,Glenister,ACT_NSW_QLD_VIC,,Female,0,0,0,0
1459,fb2a3890-c7f3-11ea-baa6-ebfe92aca975,1978-09-24,Eleen,Goulborne,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2986,b89303b0-dc23-11ea-b990-fba3b4f89d10,1985-04-22,Elihu,Littlepage,ACT_NSW_QLD_VIC,,Male,3102737,31027,30202,302
5689,aaf3bf50-4a42-11eb-9e88-49de67b28617,1962-11-28,Elita,Gisby,ACT_NSW_QLD_VIC,"Schizoaffective disorder",Male,3106608,31066,30303,303
5448,17c11aa0-32b6-11eb-afe5-3f8a27ef120d,2016-07-04,Elke,Pepineaux,ACT_NSW_QLD_VIC,,Female,0,0,0,0
4874,163ccc90-0dbf-11eb-b6f8-f5f0f1977acc,2002-08-01,Ellery,Lockitt,ACT_NSW_QLD_VIC,Hearing,Female,3131308,31313,31103,311
4860,d26b6c50-0ced-11eb-a8cd-67f8022088cc,1976-06-10,Elly,Southall,ACT_NSW_QLD_VIC,,Female,0,0,0,0
2160,d93b2b00-d233-11ea-afee-8d56032d7889,1967-10-06,Eloisa,"Van Arsdalen",ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
6072,0b526430-6b65-11eb-9448-b544bf2659eb,1998-01-01,Elston,Bradnocke,ACT_NSW_QLD_VIC,,Male,3104607,31046,30204,302
5687,c22abb60-4a33-11eb-a6f4-39c3ad35bc82,1993-07-24,Elvera,Ravenscraft,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
5341,38d37ec0-2971-11eb-9abf-a7490a41f047,2017-03-13,Elvyn,Kerwick,ACT_NSW_QLD_VIC,,Female,3106810,31068,30304,303
829,bff71590-c7e9-11ea-80e0-3df355beb07c,2010-07-14,Ema,Chattelaine,ACT_NSW_QLD_VIC,"Asperger syndrome",Male,3105204,31052,30302,303
5993,0885a330-6510-11eb-bc09-2dff07a0cd8d,2015-11-16,Emelyne,Scawen,ACT_NSW_QLD_VIC,,Male,3131720,31317,31103,311
3986,05b28540-e588-11ea-b453-3de7750d4ba6,1955-06-25,Emilee,Styant,NT_SA_TAS_WA,"Alzheimer's dementia",Female,0,0,0,0
1578,8692a9c0-cfcf-11ea-b2c4-d14da6dbbdae,1983-04-11,Emilie,Oleshunin,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
2280,fa805800-d23b-11ea-a13a-d188ddbdc773,1954-08-28,Emmett,Gherardini,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
393,dea880d0-c179-11ea-8a11-397bdc21f5a9,2000-07-25,Engracia,Januszewicz,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
6563,5d23e080-9122-11eb-8b4c-dbd09b1e90d1,2013-06-03,Enrichetta,Ranner,ACT_NSW_QLD_VIC,,Female,3127349,31273,31001,310
2221,af0eb680-d238-11ea-aed8-25028c760942,2005-07-23,Enrique,Angeli,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2894,61e48260-d781-11ea-a6ba-e5f02cc0efa6,2015-08-14,Ernesto,Tertre,ACT_NSW_QLD_VIC,,Male,2110305,21103,20505,205
1798,aebfcba0-d216-11ea-bb54-b308798eda15,2013-11-27,Ethelyn,Tybalt,NT_SA_TAS_WA,,Male,3112701,31127,30503,305
3818,f1703ac0-e52b-11ea-aa27-0bababe260e0,1964-02-02,Etienne,Mattiazzo,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2818,c34c1c10-d6d3-11ea-9cd1-f194648955a5,1962-08-28,Euell,Cuerda,ACT_NSW_QLD_VIC,,Male,0,0,0,0
4715,397d4200-020e-11eb-9c11-c9cacbae4cb9,1980-10-11,Eugenia,Ginty,ACT_NSW_QLD_VIC,,Female,3154818,31548,31607,316
6327,ab96a3f0-7fd5-11eb-87a2-630907886f11,1997-01-19,Eugenie,Gounod,ACT_NSW_QLD_VIC,,Male,3147316,31473,31802,318
6165,d292acb0-71b1-11eb-b026-e12b1cc2bd3c,2005-10-03,Euphemia,Allward,ACT_NSW_QLD_VIC,,Male,3137545,31375,31304,313
5660,cdbff440-4425-11eb-8d20-9155f92e04ec,1964-11-28,Evelin,Aloshikin,NT_SA_TAS_WA,,Female,3124802,31248,30906,309
6408,7f89a1a0-8556-11eb-91cd-31fb5d3654a5,1956-05-25,Evelin,Brouncker,ACT_NSW_QLD_VIC,"Multiple Sclerosis",Female,3124802,31248,30906,309
5351,c1d3b7a0-29fb-11eb-9805-c5d65d242b10,2006-12-15,Evelin,Reinert,NT_SA_TAS_WA,,Male,0,0,0,0
6096,5386fea0-6cd2-11eb-bc5f-03327ff25b79,2014-01-04,Evyn,Kareman,ACT_NSW_QLD_VIC,,Male,3153518,31535,30805,308
5888,9e33acf0-5c83-11eb-bb03-4568d9e0c5ec,2011-04-12,Ewan,Willcott,ACT_NSW_QLD_VIC,,Male,0,0,0,0
6406,450a70e0-8542-11eb-8b5b-67b2305449bf,1989-03-14,Ezra,Hounsham,ACT_NSW_QLD_VIC,,Female,3138934,31389,31402,314
5143,e006fb00-1e21-11eb-931b-3f565ba74e99,2000-07-16,Faber,Zambonini,ACT_NSW_QLD_VIC,,,3124802,31248,30906,309
4781,589c5820-069f-11eb-a905-e14c0338e1e6,2014-04-30,Faith,Chinnock,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
1237,f68c4670-c7f3-11ea-baa6-ebfe92aca975,1970-09-15,Falito,Gull,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
769,bedf6400-c7e9-11ea-80e0-3df355beb07c,2006-10-17,Fania,Orrick,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
6482,c4ce2310-8acb-11eb-96d6-db7b8810b788,1965-02-05,Farah,Josefson,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
5761,c0a5eab0-54a8-11eb-b4d6-493744ed757b,1975-09-30,Farand,Seater,ACT_NSW_QLD_VIC,Schizophrenia,Male,3152218,31522,31905,319
1852,afc506a0-d216-11ea-bb54-b308798eda15,1964-07-13,Fayette,Calam,ACT_NSW_QLD_VIC,"Spina bifida",Female,3113507,31135,30504,305
615,bc034620-c7e9-11ea-80e0-3df355beb07c,2009-04-28,Felicle,Checchi,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3209,d2a93360-dcef-11ea-a5ac-61abce895864,1986-11-30,Fenelia,Longega,ACT_NSW_QLD_VIC,"Down syndrome",Female,3124802,31248,30906,309
5541,83d6dce0-39c1-11eb-bbff-339b122a3a44,1991-11-19,Ferdie,Soall,ACT_NSW_QLD_VIC,Epilepsy,Male,3124802,31248,30906,309
5562,2e903010-3a9d-11eb-ab42-316baa4ce1b6,1979-06-15,Fidelia,Dysert,ACT_NSW_QLD_VIC,Schizophrenia,Female,3124802,31248,30906,309
651,bcac5760-c7e9-11ea-80e0-3df355beb07c,1962-10-26,Fidelia,Spellesy,ACT_NSW_QLD_VIC,,Female,3104140,31041,30204,302
6101,a9241a10-6d0d-11eb-be72-af35bcec2559,1958-01-01,Fields,Lathom,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
4573,59befd30-fd3e-11ea-9cd2-d9f3d868584d,2019-03-04,Florenza,Lebond,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
6118,2bad2b80-6f2e-11eb-9f11-af23c6cea2bd,1963-09-01,Flory,Domerque,ACT_NSW_QLD_VIC,,Male,3153405,31534,30805,308
4782,08ba8c70-06b6-11eb-a4d8-1562a6db295b,1968-01-19,Forrest,Makiver,ACT_NSW_QLD_VIC,,Female,3131930,31319,31103,311
6213,5c8a8d50-75b0-11eb-aa64-87adfb296934,1975-01-10,Forster,Burgne,ACT_NSW_QLD_VIC,"Anxiety , Mitochondrial myopathy, Depression , Immune deficiency",Female,0,0,0,0
2199,ae8d5180-d238-11ea-aed8-25028c760942,2014-11-22,Fowler,Stellman,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3041,5b42ba70-dce6-11ea-812e-09cdf4382371,1964-12-30,Francis,Niece,ACT_NSW_QLD_VIC,,Female,3132609,31326,31105,311
2149,d8fbff20-d233-11ea-afee-8d56032d7889,2005-03-19,Francoise,Waud,ACT_NSW_QLD_VIC,,Female,3105614,31056,30302,303
831,c0008b70-c7e9-11ea-80e0-3df355beb07c,1994-07-28,Franni,Binyon,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
5485,b0e2eeb0-34fb-11eb-b416-41f2259d6f7f,1967-02-22,Frazier,Dargan,NT_SA_TAS_WA,"Spinal injury",Female,0,0,0,0
1240,f69b3a90-c7f3-11ea-baa6-ebfe92aca975,1998-07-16,Freda,Timson,NT_SA_TAS_WA,,Female,3124802,31248,30906,309
6078,bb32c6d0-6b68-11eb-8efa-f711798f56e8,1961-01-29,Freddy,Hullbrook,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
5959,63d76810-6202-11eb-83aa-a3e2b189ee95,2015-05-07,Fredek,Galpen,ACT_NSW_QLD_VIC,,Male,0,0,0,0
6492,25df6040-8b9b-11eb-b56e-15b05d5b3cbe,2016-07-04,Fredek,Poleye,ACT_NSW_QLD_VIC,,Male,3154406,31544,31605,316
4555,ba2d0ac0-fc87-11ea-b2df-9f29a8e91557,1999-05-10,Frederic,Caddies,ACT_NSW_QLD_VIC,,Female,2147914,21479,21704,217
4799,6b99d600-084d-11eb-a105-3309fc91d340,1958-02-28,Fredericka,Gennings,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
2809,c3213b80-d6d3-11ea-9cd1-f194648955a5,1955-06-08,Fulton,Stott,ACT_NSW_QLD_VIC,"Acquired Brain Injury",Male,3124802,31248,30906,309
6574,e6640bc0-91b0-11eb-8686-453215390563,1998-06-12,Gabbie,Lower,ACT_NSW_QLD_VIC,"Acquired Brain Injury",Female,0,0,0,0
1973,61794970-d21b-11ea-b617-61a96cd5c136,1969-08-20,Gabriell,Sotham,ACT_NSW_QLD_VIC,"Hearing Impairment",Male,0,0,0,0
2253,afc4e720-d238-11ea-aed8-25028c760942,2008-06-08,Gabriellia,Sharrock,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
4401,323e3770-ee3f-11ea-ae19-51f851037fe0,1976-04-11,Galvin,Walster,ACT_NSW_QLD_VIC,"Permanent bilateral hearning loss",Female,3130805,31308,31102,311
5955,2985a790-61fc-11eb-906d-b79e0128aa0c,1978-12-02,Garvey,Taveriner,ACT_NSW_QLD_VIC,,Male,3138602,31386,31401,314
5057,f286c760-180e-11eb-9461-2df70642d72c,2008-09-02,Garvin,Curnokk,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
4417,ea3cf490-f15c-11ea-bced-7f2ed6dc2008,1975-03-10,Garwood,"O' Bee",ACT_NSW_QLD_VIC,,Female,0,0,0,0
6037,e607c490-6777-11eb-9e6b-4dc7503ba842,2008-12-01,Gary,Rawle,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
768,bedaf730-c7e9-11ea-80e0-3df355beb07c,2003-01-23,Gauthier,Clemerson,ACT_NSW_QLD_VIC,,Male,1122020,11220,11102,111
6272,e1212d80-7afb-11eb-9ce8-ddd10fbb5806,2000-05-22,Gavra,Deveraux,ACT_NSW_QLD_VIC,,Male,1156709,11567,11802,118
3893,03be0840-e588-11ea-b453-3de7750d4ba6,1973-06-10,Gay,Hawkins,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2260,afeba900-d238-11ea-aed8-25028c760942,1967-01-30,Gaye,Tommasi,ACT_NSW_QLD_VIC,,Male,3100933,31009,30102,301
4097,531f8f90-e762-11ea-87b5-2d26e519b5b2,1989-02-07,Gelya,Rozanski,ACT_NSW_QLD_VIC,"Intellectual disability, Cerebral palsy",Male,3154016,31540,30909,309
5548,76d219e0-39fa-11eb-8125-85919dee082c,2017-04-24,Gene,Antos,ACT_NSW_QLD_VIC,,Male,0,0,0,0
3333,d531b300-dcef-11ea-a5ac-61abce895864,1999-09-04,Genni,Stowgill,NT_SA_TAS_WA,,Male,3124802,31248,30906,309
5865,81eb1680-5aff-11eb-bde5-3fd8fa4a8dc6,2013-10-28,Georg,Shade,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
1199,f5c796e0-c7f3-11ea-baa6-ebfe92aca975,2003-12-23,Gerhard,McCoughan,NT_SA_TAS_WA,,Female,3105506,31055,30302,303
2317,fb538680-d23b-11ea-a13a-d188ddbdc773,1975-02-02,Germaine,Deards,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
2748,f032dc40-d526-11ea-bfb6-3988ff98ad06,2002-10-24,Gerrard,Beake,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
4798,c9501450-084b-11eb-adba-f152f4b06825,2016-01-21,Gherardo,Salterne,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
5762,bb9e1dc0-54a9-11eb-863e-13f6658e004b,2016-08-06,Giffie,Sjollema,ACT_NSW_QLD_VIC,,Male,0,0,0,0
3346,d576ab40-dcef-11ea-a5ac-61abce895864,2017-12-15,Gil,Inkles,ACT_NSW_QLD_VIC,,Male,1125029,11250,11203,112
5199,3ff97000-1f18-11eb-9f3f-ab4a437d2c9f,1959-04-21,Gilberta,Farbrother,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3813,f155ade0-e52b-11ea-aa27-0bababe260e0,1956-01-12,Gillie,Burnes,ACT_NSW_QLD_VIC,"Vision Impaired",Male,0,0,0,0
6305,243c6170-7caf-11eb-8208-a75feec9c361,1982-03-20,Giraud,Norway,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
6069,672e69b0-6ab2-11eb-8c9f-83f9758f99e9,2002-10-28,Gradey,Frankcomb,NT_SA_TAS_WA,,Female,0,0,0,0
6061,3653b3f0-6aa7-11eb-9792-01f7652908a8,2016-01-27,Grantley,Tantum,ACT_NSW_QLD_VIC,,Male,0,0,0,0
5151,e02dbce0-1e21-11eb-931b-3f565ba74e99,2019-10-04,Grayce,Leivers,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
534,5f23bff0-c7c3-11ea-82b2-072f910b270d,1975-10-24,Greg,Heintsch,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3906,04059890-e588-11ea-b453-3de7750d4ba6,1991-08-22,Gretel,Moreno,ACT_NSW_QLD_VIC,"Cerebral palsy",Female,3124802,31248,30906,309
5256,82e43a60-2316-11eb-955a-47689a88f308,1985-03-03,Griff,Bruckstein,ACT_NSW_QLD_VIC,,Female,3127510,31275,31001,310
4157,76412640-e781-11ea-81ad-09a1d4aac9cd,2012-10-21,Gunther,Tansley,ACT_NSW_QLD_VIC,"Autism Spectrum, Level 2",Male,0,0,0,0
3717,200e6230-e36f-11ea-b510-77f668461721,2015-08-28,Hakim,Ghelerdini,NT_SA_TAS_WA,,Male,2122327,21223,20904,209
5303,51dfc770-257a-11eb-aec6-cd4761ef6fed,2014-08-14,Haleigh,Clinton,ACT_NSW_QLD_VIC,,Male,0,0,0,0
3969,0558f390-e588-11ea-b453-3de7750d4ba6,1955-04-27,Hali,Brislane,ACT_NSW_QLD_VIC,"Stroke, Kleinsfeld syndrome, occasional",Male,7102006,71020,70102,701
6355,c9fe9a20-8168-11eb-860c-dda35a0f8b4e,1984-07-04,Hall,Malden,NT_SA_TAS_WA,,Male,0,0,0,0
2892,9188bec0-d6ee-11ea-9f71-69e49e2fdc34,2013-03-14,Harrie,Whitehorne,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
6313,0ebd9410-7d6b-11eb-9cfb-95483b3aa23d,2012-04-18,Hartley,Farnall,ACT_NSW_QLD_VIC,,Female,0,0,0,0
4266,c7d5ff40-e811-11ea-87ea-9f6761fd60c1,1978-08-06,Harwell,Densun,ACT_NSW_QLD_VIC,"Vision Impaired",,0,0,0,0
2698,b333f7c0-d50d-11ea-8224-836b70d82925,1974-10-07,Hashim,Patel,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
1389,f9b069d0-c7f3-11ea-baa6-ebfe92aca975,2012-09-03,Haydon,Alforde,ACT_NSW_QLD_VIC,,Female,3127210,31272,31001,310
5163,e06dfa30-1e21-11eb-931b-3f565ba74e99,2006-10-23,Heddie,Humbles,ACT_NSW_QLD_VIC,,Male,0,0,0,0
1541,e6428120-cc8b-11ea-a082-410c4035b0da,1997-09-27,Heidi,Haresign,ACT_NSW_QLD_VIC,,Male,3109007,31090,30402,304
4300,c8941f20-e811-11ea-87ea-9f6761fd60c1,1964-01-04,Henry,Dimic,ACT_NSW_QLD_VIC,,Female,3131809,31318,31103,311
4454,fdae5610-f25e-11ea-8d59-09882845366b,1967-01-29,Hephzibah,Nelhams,ACT_NSW_QLD_VIC,"Posterior cortical atrophy",Male,3124802,31248,30906,309
557,c4032f50-c7e6-11ea-bd70-2bdba120f26c,2012-03-25,Hew,Opy,ACT_NSW_QLD_VIC,"Autism spectrum disorder (ASD)",Male,3138824,31388,31402,314
4480,8f2d8190-f3f6-11ea-b4b1-b16848150c7f,2015-06-08,Hillary,Excell,ACT_NSW_QLD_VIC,,Female,0,0,0,0
4876,aa119510-0ddb-11eb-9e84-f995f1fe23b6,1981-10-16,Hilliard,Gercke,ACT_NSW_QLD_VIC,,Female,0,0,0,0
5693,4bbd3230-4e2c-11eb-9660-09e7569e24a6,1982-06-17,Hillie,Flett,ACT_NSW_QLD_VIC,,Male,2134246,21342,21302,213
3714,ef166e00-e343-11ea-bcc6-f949a26e2f3d,1975-04-25,Hollie,Sworder,ACT_NSW_QLD_VIC,Fibromyalgia,Female,1117104,11171,10805,108
4305,81953150-e81f-11ea-a4c2-8be076de8aef,2014-08-22,Horacio,Spearett,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
5577,735640d0-3b7f-11eb-88cd-bd59970da0db,2017-08-26,Husain,Ranfield,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
3850,f21b47d0-e52b-11ea-aa27-0bababe260e0,1957-03-19,Ian,Pratty,ACT_NSW_QLD_VIC,,,0,0,0,0
4117,55b4b960-e762-11ea-87b5-2d26e519b5b2,2004-09-09,Iggie,Doble,ACT_NSW_QLD_VIC,"ADHD, Autism spectrum disorder (ASD), Intellectual impairment",Male,0,0,0,0
2951,160e30f0-d855-11ea-b555-63323232e171,1959-04-25,Ilyssa,Croix,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
4077,35cc3f90-e741-11ea-804b-97facb641bb5,1989-12-20,Inessa,Granger,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2925,87e2fc70-d7af-11ea-81b3-1df6f3311a57,1976-03-26,Inez,Walpole,ACT_NSW_QLD_VIC,,Female,0,0,0,0
3226,d3038860-dcef-11ea-a5ac-61abce895864,2014-12-29,Ingar,Silberschatz,ACT_NSW_QLD_VIC,,,3100140,31001,30101,301
3939,04b73550-e588-11ea-b453-3de7750d4ba6,1963-06-23,Ingrid,MacPaden,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
2118,d847a340-d233-11ea-afee-8d56032d7889,2015-02-19,Ingunna,Millier,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
6056,35324c30-69e8-11eb-a823-91ab6138d054,1999-10-05,Jacintha,Jonathon,ACT_NSW_QLD_VIC,,Female,0,0,0,0
873,c0c2f110-c7e9-11ea-80e0-3df355beb07c,2011-04-02,Jacquelynn,Oxx,ACT_NSW_QLD_VIC,,Male,0,0,0,0
4018,3f019cd0-e5d0-11ea-9929-d31a2c515f04,2011-10-04,Jacquetta,Nott,ACT_NSW_QLD_VIC,,,2130412,21304,21203,212
4165,76674be0-e781-11ea-81ad-09a1d4aac9cd,2012-03-01,Jade,Arro,ACT_NSW_QLD_VIC,,Female,3124427,31244,30905,309
3605,df8524e0-ddb7-11ea-a31a-7d25e47a5c0a,2016-08-16,Jakob,Eversfield,ACT_NSW_QLD_VIC,,Male,0,0,0,0
6328,a93517d0-7fd6-11eb-b2be-23e7241a7db0,1988-04-21,Jamaal,Girkins,VeryRemote,,Male,3136530,31365,31302,313
3391,d65f5d90-dcef-11ea-a5ac-61abce895864,1979-02-13,Jamaal,Seine,ACT_NSW_QLD_VIC,,Male,3106318,31063,30303,303
4429,ad3d8d50-f163-11ea-bced-7f2ed6dc2008,2002-03-02,Jamima,Welband,ACT_NSW_QLD_VIC,,,3116004,31160,30603,306
5132,dfd00c80-1e21-11eb-931b-3f565ba74e99,1986-07-18,Janeen,Brabben,ACT_NSW_QLD_VIC,"Vision Impaired, Hemianopia",Female,3124802,31248,30906,309
1166,f51780c0-c7f3-11ea-baa6-ebfe92aca975,1995-04-05,Janeen,Nowill,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
1339,f8a9f650-c7f3-11ea-baa6-ebfe92aca975,2007-04-23,Janene,Saylor,ACT_NSW_QLD_VIC,"Autism ",Female,3124802,31248,30906,309
1046,f2991340-c7f3-11ea-baa6-ebfe92aca975,2008-04-13,Janis,Cannan,ACT_NSW_QLD_VIC,ADHD,Male,0,0,0,0
5754,ac556540-53d1-11eb-afb7-5f1061b1591f,1978-04-11,Janith,Wreford,ACT_NSW_QLD_VIC,,Female,2138416,21384,21402,214
4426,a0308ec0-f161-11ea-bced-7f2ed6dc2008,1982-03-14,Jaquith,Sprade,ACT_NSW_QLD_VIC,,Male,3116004,31160,30603,306
5746,e2a9bc30-5391-11eb-bd6f-a1163d2784d4,1974-08-06,Jasmin,Chastenet,ACT_NSW_QLD_VIC,"Schizophrenia, Epilepsy",Female,2146512,21465,21305,213
4773,a9045940-0463-11eb-9e75-4df2109b9643,2018-02-12,Jaynell,Keher,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
1953,611334a0-d21b-11ea-b617-61a96cd5c136,1980-11-29,Jayson,Faas,ACT_NSW_QLD_VIC,,,3124802,31248,30906,309
3514,dda80070-ddb7-11ea-a31a-7d25e47a5c0a,2007-09-25,Jeanie,Callender,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
228,dba61640-c179-11ea-8a11-397bdc21f5a9,2013-06-26,Jeff,Fontell,ACT_NSW_QLD_VIC,,,3124802,31248,30906,309
4906,a757c6c0-0f50-11eb-9c4b-87097b64b8b9,1976-12-10,Jenda,Imesson,ACT_NSW_QLD_VIC,,Male,0,0,0,0
6221,e78e7d40-766d-11eb-82a4-e3ee4c55f662,2012-09-05,Jenn,Aucoate,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
1668,e8928830-d208-11ea-a272-f7bc49fb354a,1998-02-17,Jereme,Haill,Remote,,Female,3101604,31016,30103,301
3971,0563f010-e588-11ea-b453-3de7750d4ba6,2008-11-19,Jesselyn,Munkton,ACT_NSW_QLD_VIC,"ADD, ADHD",Male,0,0,0,0
5529,e672f7a0-3852-11eb-bf0a-3334bc420841,1991-10-17,Jillayne,Fairweather,NT_SA_TAS_WA,"Intellectual disability",Male,3127334,31273,31001,310
6212,ecb164a0-75ae-11eb-84f8-05fb8ac29b48,2017-08-31,Jilleen,Tickle,NT_SA_TAS_WA,,Male,3107529,31075,30305,303
767,bed66350-c7e9-11ea-80e0-3df355beb07c,1953-05-06,Jimmy,Swynfen,ACT_NSW_QLD_VIC,,Female,3110319,31103,30404,304
5279,fb8c5550-2533-11eb-bb8b-6590124f5b42,1976-12-30,Joannes,Libri,ACT_NSW_QLD_VIC,,Female,3124802,31248,30906,309
2595,b148f0a0-d50d-11ea-8224-836b70d82925,1954-01-16,Jocelyn,Gerrie,NT_SA_TAS_WA,,Male,0,0,0,0
5443,543b5c70-3077-11eb-af87-bd512a22d6b3,1979-07-14,Jodie,McVicker,ACT_NSW_QLD_VIC,"Hearing Impairment",Male,3124802,31248,30906,309
5708,6e337500-4f0c-11eb-ae71-013e5601f65f,2008-07-02,Joeann,Battyll,ACT_NSW_QLD_VIC,,Female,0,0,0,0
5326,bc6dd890-28b1-11eb-8182-1b91197262f2,2011-04-08,Jonah,Kemmet,NT_SA_TAS_WA,,Male,1139855,11398,12101,121
3796,f0f76140-e52b-11ea-aa27-0bababe260e0,1960-06-27,Jorrie,Preshaw,ACT_NSW_QLD_VIC,,Male,2124029,21240,21004,210
6172,b5b984f0-7270-11eb-bbaa-fd55cfd84aed,1983-04-15,Joye,Ryam,ACT_NSW_QLD_VIC,,Male,3124802,31248,30906,309
5172,e09aaf80-1e21-11eb-931b-3f565ba74e99,1970-07-07,Julee,Scrivens,ACT_NSW_QLD_VIC,"Motor neuron disease, Type 1 Diabetes",Female,3141408,31414,31601,316
6277,797bc910-7b14-11eb-b180-4b43deb09f99,2016-01-16,Julie,Broadway,ACT_NSW_QLD_VIC,,Male,3138044,31380,31305,313
